"","week_canton","aedes_aegypti","criaderos_de_mosquito","dengue","fiebre","plaquetas","buscar_trabajo","desempleo","empleo","comprar_carro","préstamo","tiquetes_avion","vacaciones","corte_agua","corte_de_agua","suspension_de_agua"
"11683","2021-26-404",0,0,0,0,0,0,0,28.49,0,0,0,0,0,0,0
"11684","2021-26-405",0,0,0,0,0,0,0,28.49,0,0,0,0,0,0,0
"11685","2021-26-406",0,0,0,0,0,0,0,28.49,0,0,0,0,0,0,0
"11686","2021-26-407",0,0,0,0,0,0,0,28.49,0,0,0,0,0,0,0
"11687","2021-26-408",0,0,0,0,0,0,0,28.49,0,0,0,0,0,0,0
"11688","2021-26-409",0,0,0,0,0,0,0,28.49,0,0,0,0,0,0,0
"11689","2021-26-410",0,0,0,0,0,0,0,28.49,0,0,0,0,0,0,0
"11690","2021-27-401",0,0,0,0,0,0,0,71.23,0,0,0,0,0,0,0
"11691","2021-27-402",0,0,0,0,0,0,0,71.23,0,0,0,0,0,0,0
"11692","2021-27-403",0,0,0,0,0,0,0,71.23,0,0,0,0,0,0,0
"11693","2021-27-404",0,0,0,0,0,0,0,71.23,0,0,0,0,0,0,0
"11694","2021-27-405",0,0,0,0,0,0,0,71.23,0,0,0,0,0,0,0
"11695","2021-27-406",0,0,0,0,0,0,0,71.23,0,0,0,0,0,0,0
"11696","2021-27-407",0,0,0,0,0,0,0,71.23,0,0,0,0,0,0,0
"11697","2021-27-408",0,0,0,0,0,0,0,71.23,0,0,0,0,0,0,0
"11698","2021-27-409",0,0,0,0,0,0,0,71.23,0,0,0,0,0,0,0
"11699","2021-27-410",0,0,0,0,0,0,0,71.23,0,0,0,0,0,0,0
"11700","2021-28-401",0,0,0,0,0,0,0,34.9,0,0,0,0,0,0,0
"11701","2021-28-402",0,0,0,0,0,0,0,34.9,0,0,0,0,0,0,0
"11702","2021-28-403",0,0,0,0,0,0,0,34.9,0,0,0,0,0,0,0
"11703","2021-28-404",0,0,0,0,0,0,0,34.9,0,0,0,0,0,0,0
"11704","2021-28-405",0,0,0,0,0,0,0,34.9,0,0,0,0,0,0,0
"11705","2021-28-406",0,0,0,0,0,0,0,34.9,0,0,0,0,0,0,0
"11706","2021-28-407",0,0,0,0,0,0,0,34.9,0,0,0,0,0,0,0
"11707","2021-28-408",0,0,0,0,0,0,0,34.9,0,0,0,0,0,0,0
"11708","2021-28-409",0,0,0,0,0,0,0,34.9,0,0,0,0,0,0,0
"11709","2021-28-410",0,0,0,0,0,0,0,34.9,0,0,0,0,0,0,0
"11710","2021-29-401",0,0,0,0,0,0,0,32.77,0,0,0,0,0,0,0
"11711","2021-29-402",0,0,0,0,0,0,0,32.77,0,0,0,0,0,0,0
"11712","2021-29-403",0,0,0,0,0,0,0,32.77,0,0,0,0,0,0,0
"11713","2021-29-404",0,0,0,0,0,0,0,32.77,0,0,0,0,0,0,0
"11714","2021-29-405",0,0,0,0,0,0,0,32.77,0,0,0,0,0,0,0
"11715","2021-29-406",0,0,0,0,0,0,0,32.77,0,0,0,0,0,0,0
"11716","2021-29-407",0,0,0,0,0,0,0,32.77,0,0,0,0,0,0,0
"11717","2021-29-408",0,0,0,0,0,0,0,32.77,0,0,0,0,0,0,0
"11718","2021-29-409",0,0,0,0,0,0,0,32.77,0,0,0,0,0,0,0
"11719","2021-29-410",0,0,0,0,0,0,0,32.77,0,0,0,0,0,0,0
"11720","2021-30-401",0,0,0,0,0,0,0,28.49,0,0,0,0,0,0,0
"11721","2021-30-402",0,0,0,0,0,0,0,28.49,0,0,0,0,0,0,0
"11722","2021-30-403",0,0,0,0,0,0,0,28.49,0,0,0,0,0,0,0
"11723","2021-30-404",0,0,0,0,0,0,0,28.49,0,0,0,0,0,0,0
"11724","2021-30-405",0,0,0,0,0,0,0,28.49,0,0,0,0,0,0,0
"11725","2021-30-406",0,0,0,0,0,0,0,28.49,0,0,0,0,0,0,0
"11726","2021-30-407",0,0,0,0,0,0,0,28.49,0,0,0,0,0,0,0
"11727","2021-30-408",0,0,0,0,0,0,0,28.49,0,0,0,0,0,0,0
"11728","2021-30-409",0,0,0,0,0,0,0,28.49,0,0,0,0,0,0,0
"11729","2021-30-410",0,0,0,0,0,0,0,28.49,0,0,0,0,0,0,0
"11730","2021-31-401",0,0,0,0,0,0,0,38.47,0,0,0,0,0,0,0
"11731","2021-31-402",0,0,0,0,0,0,0,38.47,0,0,0,0,0,0,0
"11732","2021-31-403",0,0,0,0,0,0,0,38.47,0,0,0,0,0,0,0
"11733","2021-31-404",0,0,0,0,0,0,0,38.47,0,0,0,0,0,0,0
"11734","2021-31-405",0,0,0,0,0,0,0,38.47,0,0,0,0,0,0,0
"11735","2021-31-406",0,0,0,0,0,0,0,38.47,0,0,0,0,0,0,0
"11736","2021-31-407",0,0,0,0,0,0,0,38.47,0,0,0,0,0,0,0
"11737","2021-31-408",0,0,0,0,0,0,0,38.47,0,0,0,0,0,0,0
"11738","2021-31-409",0,0,0,0,0,0,0,38.47,0,0,0,0,0,0,0
"11739","2021-31-410",0,0,0,0,0,0,0,38.47,0,0,0,0,0,0,0
"11740","2021-32-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11741","2021-32-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11742","2021-32-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11743","2021-32-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11744","2021-32-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11745","2021-32-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11746","2021-32-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11747","2021-32-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11748","2021-32-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11749","2021-32-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11750","2021-33-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11751","2021-33-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11752","2021-33-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11753","2021-33-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11754","2021-33-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11755","2021-33-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11756","2021-33-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11757","2021-33-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11758","2021-33-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11759","2021-33-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11760","2021-34-401",0,0,0,0,0,0,0,45.59,0,0,0,0,0,0,0
"11761","2021-34-402",0,0,0,0,0,0,0,45.59,0,0,0,0,0,0,0
"11762","2021-34-403",0,0,0,0,0,0,0,45.59,0,0,0,0,0,0,0
"11763","2021-34-404",0,0,0,0,0,0,0,45.59,0,0,0,0,0,0,0
"11764","2021-34-405",0,0,0,0,0,0,0,45.59,0,0,0,0,0,0,0
"11765","2021-34-406",0,0,0,0,0,0,0,45.59,0,0,0,0,0,0,0
"11766","2021-34-407",0,0,0,0,0,0,0,45.59,0,0,0,0,0,0,0
"11767","2021-34-408",0,0,0,0,0,0,0,45.59,0,0,0,0,0,0,0
"11768","2021-34-409",0,0,0,0,0,0,0,45.59,0,0,0,0,0,0,0
"11769","2021-34-410",0,0,0,0,0,0,0,45.59,0,0,0,0,0,0,0
"11770","2021-35-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11771","2021-35-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11772","2021-35-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11773","2021-35-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11774","2021-35-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11775","2021-35-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11776","2021-35-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11777","2021-35-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11778","2021-35-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11779","2021-35-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11780","2021-36-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11781","2021-36-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11782","2021-36-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11783","2021-36-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11784","2021-36-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11785","2021-36-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11786","2021-36-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11787","2021-36-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11788","2021-36-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11789","2021-36-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11790","2021-37-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11791","2021-37-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11792","2021-37-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11793","2021-37-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11794","2021-37-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11795","2021-37-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11796","2021-37-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11797","2021-37-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11798","2021-37-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11799","2021-37-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11800","2021-38-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11801","2021-38-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11802","2021-38-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11803","2021-38-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11804","2021-38-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11805","2021-38-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11806","2021-38-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11807","2021-38-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11808","2021-38-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11809","2021-38-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11810","2021-39-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11811","2021-39-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11812","2021-39-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11813","2021-39-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11814","2021-39-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11815","2021-39-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11816","2021-39-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11817","2021-39-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11818","2021-39-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11819","2021-39-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11820","2021-40-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11821","2021-40-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11822","2021-40-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11823","2021-40-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11824","2021-40-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11825","2021-40-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11826","2021-40-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11827","2021-40-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11828","2021-40-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11829","2021-40-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11830","2021-41-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11831","2021-41-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11832","2021-41-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11833","2021-41-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11834","2021-41-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11835","2021-41-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11836","2021-41-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11837","2021-41-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11838","2021-41-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11839","2021-41-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11840","2021-42-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11841","2021-42-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11842","2021-42-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11843","2021-42-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11844","2021-42-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11845","2021-42-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11846","2021-42-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11847","2021-42-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11848","2021-42-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11849","2021-42-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11850","2021-43-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11851","2021-43-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11852","2021-43-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11853","2021-43-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11854","2021-43-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11855","2021-43-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11856","2021-43-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11857","2021-43-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11858","2021-43-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11859","2021-43-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11860","2021-44-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11861","2021-44-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11862","2021-44-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11863","2021-44-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11864","2021-44-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11865","2021-44-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11866","2021-44-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11867","2021-44-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11868","2021-44-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11869","2021-44-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11870","2021-45-401",0,0,0,50.49,0,0,0,0,0,0,0,0,0,0,0
"11871","2021-45-402",0,0,0,50.49,0,0,0,0,0,0,0,0,0,0,0
"11872","2021-45-403",0,0,0,50.49,0,0,0,0,0,0,0,0,0,0,0
"11873","2021-45-404",0,0,0,50.49,0,0,0,0,0,0,0,0,0,0,0
"11874","2021-45-405",0,0,0,50.49,0,0,0,0,0,0,0,0,0,0,0
"11875","2021-45-406",0,0,0,50.49,0,0,0,0,0,0,0,0,0,0,0
"11876","2021-45-407",0,0,0,50.49,0,0,0,0,0,0,0,0,0,0,0
"11877","2021-45-408",0,0,0,50.49,0,0,0,0,0,0,0,0,0,0,0
"11878","2021-45-409",0,0,0,50.49,0,0,0,0,0,0,0,0,0,0,0
"11879","2021-45-410",0,0,0,50.49,0,0,0,0,0,0,0,0,0,0,0
"11880","2021-46-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11881","2021-46-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11882","2021-46-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11883","2021-46-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11884","2021-46-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11885","2021-46-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11886","2021-46-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11887","2021-46-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11888","2021-46-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11889","2021-46-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11890","2021-47-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11891","2021-47-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11892","2021-47-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11893","2021-47-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11894","2021-47-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11895","2021-47-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11896","2021-47-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11897","2021-47-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11898","2021-47-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11899","2021-47-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11900","2021-48-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11901","2021-48-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11902","2021-48-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11903","2021-48-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11904","2021-48-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11905","2021-48-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11906","2021-48-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11907","2021-48-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11908","2021-48-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11909","2021-48-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11910","2021-49-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11911","2021-49-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11912","2021-49-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11913","2021-49-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11914","2021-49-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11915","2021-49-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11916","2021-49-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11917","2021-49-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11918","2021-49-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11919","2021-49-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11920","2021-50-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11921","2021-50-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11922","2021-50-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11923","2021-50-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11924","2021-50-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11925","2021-50-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11926","2021-50-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11927","2021-50-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11928","2021-50-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11929","2021-50-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11930","2021-51-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11931","2021-51-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11932","2021-51-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11933","2021-51-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11934","2021-51-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11935","2021-51-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11936","2021-51-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11937","2021-51-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11938","2021-51-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11939","2021-51-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11940","2021-52-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11941","2021-52-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11942","2021-52-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11943","2021-52-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11944","2021-52-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11945","2021-52-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11946","2021-52-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11947","2021-52-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11948","2021-52-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11949","2021-52-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11950","2022-1-401",0,0,0,0,0,0,0,57.7,0,0,0,0,0,0,0
"11951","2022-1-402",0,0,0,0,0,0,0,57.7,0,0,0,0,0,0,0
"11952","2022-1-403",0,0,0,0,0,0,0,57.7,0,0,0,0,0,0,0
"11953","2022-1-404",0,0,0,0,0,0,0,57.7,0,0,0,0,0,0,0
"11954","2022-1-405",0,0,0,0,0,0,0,57.7,0,0,0,0,0,0,0
"11955","2022-1-406",0,0,0,0,0,0,0,57.7,0,0,0,0,0,0,0
"11956","2022-1-407",0,0,0,0,0,0,0,57.7,0,0,0,0,0,0,0
"11957","2022-1-408",0,0,0,0,0,0,0,57.7,0,0,0,0,0,0,0
"11958","2022-1-409",0,0,0,0,0,0,0,57.7,0,0,0,0,0,0,0
"11959","2022-1-410",0,0,0,0,0,0,0,57.7,0,0,0,0,0,0,0
"11960","2022-2-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11961","2022-2-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11962","2022-2-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11963","2022-2-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11964","2022-2-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11965","2022-2-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11966","2022-2-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11967","2022-2-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11968","2022-2-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11969","2022-2-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11970","2022-3-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11971","2022-3-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11972","2022-3-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11973","2022-3-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11974","2022-3-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11975","2022-3-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11976","2022-3-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11977","2022-3-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11978","2022-3-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11979","2022-3-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11980","2022-4-401",0,0,0,0,51.8,0,0,0,0,0,0,0,0,0,0
"11981","2022-4-402",0,0,0,0,51.8,0,0,0,0,0,0,0,0,0,0
"11982","2022-4-403",0,0,0,0,51.8,0,0,0,0,0,0,0,0,0,0
"11983","2022-4-404",0,0,0,0,51.8,0,0,0,0,0,0,0,0,0,0
"11984","2022-4-405",0,0,0,0,51.8,0,0,0,0,0,0,0,0,0,0
"11985","2022-4-406",0,0,0,0,51.8,0,0,0,0,0,0,0,0,0,0
"11986","2022-4-407",0,0,0,0,51.8,0,0,0,0,0,0,0,0,0,0
"11987","2022-4-408",0,0,0,0,51.8,0,0,0,0,0,0,0,0,0,0
"11988","2022-4-409",0,0,0,0,51.8,0,0,0,0,0,0,0,0,0,0
"11989","2022-4-410",0,0,0,0,51.8,0,0,0,0,0,0,0,0,0,0
"11990","2022-5-401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11991","2022-5-402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11992","2022-5-403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11993","2022-5-404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11994","2022-5-405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11995","2022-5-406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11996","2022-5-407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11997","2022-5-408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11998","2022-5-409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11999","2022-5-410",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12000","2022-6-401",0,0,0,0,0,0,0,33.48,0,0,0,0,0,0,0
"12001","2022-6-402",0,0,0,0,0,0,0,33.48,0,0,0,0,0,0,0
"12002","2022-6-403",0,0,0,0,0,0,0,33.48,0,0,0,0,0,0,0
"12003","2022-6-404",0,0,0,0,0,0,0,33.48,0,0,0,0,0,0,0
"12004","2022-6-405",0,0,0,0,0,0,0,33.48,0,0,0,0,0,0,0
"12005","2022-6-406",0,0,0,0,0,0,0,33.48,0,0,0,0,0,0,0
"12006","2022-6-407",0,0,0,0,0,0,0,33.48,0,0,0,0,0,0,0
"12007","2022-6-408",0,0,0,0,0,0,0,33.48,0,0,0,0,0,0,0
"12008","2022-6-409",0,0,0,0,0,0,0,33.48,0,0,0,0,0,0,0
"12009","2022-6-410",0,0,0,0,0,0,0,33.48,0,0,0,0,0,0,0
"12010","2022-7-401",0,0,0,0,0,0,0,30.63,0,0,0,0,0,0,0
"12011","2022-7-402",0,0,0,0,0,0,0,30.63,0,0,0,0,0,0,0
"12012","2022-7-403",0,0,0,0,0,0,0,30.63,0,0,0,0,0,0,0
"12013","2022-7-404",0,0,0,0,0,0,0,30.63,0,0,0,0,0,0,0
"12014","2022-7-405",0,0,0,0,0,0,0,30.63,0,0,0,0,0,0,0
"12015","2022-7-406",0,0,0,0,0,0,0,30.63,0,0,0,0,0,0,0
